,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
447,M,297.6,309.2,1466,43.2,68,0,0,0,0,0
448,L,298.9,310.1,1374,47.2,156,0,0,0,0,0
449,H,296.9,309.4,1626,30.8,82,0,0,0,0,0
450,L,301.4,310.4,1436,44.4,133,0,0,0,0,0
451,L,299.8,310.5,1538,38.6,204,0,0,0,0,0
452,M,298.7,308.6,1357,49.4,64,0,0,0,0,0
453,L,298.7,310.2,1530,35.5,76,0,0,0,0,0
454,L,298.6,308.7,1872,22.5,139,0,0,0,0,0
455,L,301.3,310.7,1567,36.0,64,0,0,0,0,0
456,L,302.3,311.8,1369,52.3,208,0,0,0,0,0
457,H,297.8,309.5,1549,40.4,33,0,0,0,0,0
458,L,297.5,308.6,1483,39.8,141,0,0,0,0,0
459,M,297.8,307.4,1417,52.8,52,0,0,0,0,0
460,M,301.3,310.9,1486,44.2,61,0,0,0,0,0
461,L,296.3,307.2,1418,40.7,215,0,0,0,0,0
462,L,298.6,309.6,1445,42.8,137,0,0,0,0,0
463,L,297.7,308.7,1449,41.5,95,0,0,0,0,0
464,M,302.3,311.2,1479,39.0,108,0,0,0,0,0
465,L,297.8,308.0,1734,26.8,64,0,0,0,0,0
466,L,300.4,312.0,1366,43.0,135,0,0,0,0,0
467,L,297.5,308.4,1558,38.3,27,0,0,0,0,0
468,L,302.3,311.1,1483,39.2,185,0,0,0,0,0
469,L,300.8,311.7,1426,45.5,23,0,0,0,0,0
470,M,297.8,308.8,1487,43.3,105,0,0,0,0,0
471,L,298.5,308.1,1556,37.5,48,0,0,0,0,0
472,L,298.0,308.6,1498,41.8,74,0,0,0,0,0
473,H,296.5,307.6,1418,40.1,180,0,0,0,0,0
474,M,297.7,309.7,1635,31.3,176,0,0,0,0,0
475,L,301.2,310.4,1431,43.1,55,0,0,0,0,0
476,M,299.0,310.4,1490,45.2,83,0,0,0,0,0
477,M,298.8,309.8,1541,39.2,18,0,0,0,0,0
478,L,300.5,310.5,1434,44.5,12,0,0,0,0,0
479,L,300.5,311.4,1499,38.6,64,0,0,0,0,0
480,M,298.1,308.8,1628,37.6,147,0,0,0,0,0
481,M,300.7,309.6,1403,48.3,24,0,0,0,0,0
482,L,300.5,311.9,1434,46.8,158,0,0,0,0,0
483,L,302.9,311.9,1350,53.0,0,0,0,0,0,0
484,L,298.1,307.8,1379,52.5,87,0,0,0,0,0
485,L,297.9,309.1,1584,32.7,174,0,0,0,0,0
486,L,300.8,310.3,1383,46.9,19,0,0,0,0,0
487,M,300.7,312.3,1541,38.7,95,0,0,0,0,0
488,L,298.0,308.6,1430,45.6,56,0,0,0,0,0
489,M,300.2,311.6,1493,35.5,174,0,0,0,0,0
490,L,298.2,308.1,1462,44.5,32,0,0,0,0,0
491,L,297.1,308.5,1678,31.3,159,0,0,0,0,0
492,L,301.1,311.6,1426,50.9,143,0,0,0,0,0
493,L,297.9,307.8,1499,37.8,78,0,0,0,0,0
494,M,297.3,308.1,1712,30.3,196,0,0,0,0,0
495,M,300.0,309.5,1425,34.2,178,0,0,0,0,0
496,M,298.1,308.3,1627,31.1,20,0,0,0,0,0
497,M,298.8,309.9,1501,36.0,119,0,0,0,0,1
498,L,301.1,311.3,1606,33.5,127,0,0,0,0,0
499,L,299.6,310.1,1469,41.6,79,0,0,0,0,0
500,L,297.1,308.5,1423,44.4,207,0,0,0,0,0
501,H,302.4,310.2,1597,28.9,179,0,0,0,0,0
502,L,301.4,310.8,1493,50.4,99,0,0,0,0,0
503,L,302.4,311.8,1448,43.4,179,0,0,0,0,0
504,L,301.6,311.1,1981,22.5,101,0,0,0,0,0
505,L,296.8,307.9,1382,49.9,84,0,0,0,0,0
506,M,297.3,308.2,1526,42.2,46,0,0,0,0,0
507,M,298.0,307.4,1551,43.6,187,0,0,0,0,0
508,M,297.5,308.9,1589,33.1,173,0,0,0,0,0
509,L,297.4,308.9,1622,35.6,76,0,0,0,0,0
510,L,298.3,309.2,1567,36.1,73,0,0,0,0,0
511,M,300.4,309.5,1706,28.2,221,0,0,0,0,0
512,L,301.8,310.6,1372,55.6,49,0,0,0,0,0
513,M,297.9,309.0,1406,44.1,96,0,0,0,0,0
514,L,299.0,310.0,1690,30.7,188,0,0,0,0,0
515,M,302.4,310.3,1876,55.8,64,0,0,0,0,0
516,L,297.9,307.6,1399,50.5,132,0,0,0,0,0
517,M,300.5,309.8,1507,44.4,137,0,0,0,0,0
518,L,300.2,311.6,1469,44.7,142,0,0,0,0,0
519,M,302.1,310.6,1564,31.4,13,0,0,0,0,0
520,L,300.1,310.1,1402,50.0,19,0,0,0,0,0
521,L,300.4,309.8,1567,32.3,154,0,0,0,0,0
522,M,303.8,312.7,1414,41.4,96,0,0,0,0,0
523,L,301.0,311.0,1635,31.0,16,0,0,0,0,0
524,L,302.4,310.2,1648,31.3,53,0,0,0,0,0
525,M,297.8,307.8,1429,32.1,82,0,0,0,0,0
526,M,298.1,308.7,1457,44.7,27,0,0,0,0,0
527,L,299.0,308.7,1701,31.8,18,0,0,0,0,0
528,M,300.9,311.0,1570,37.8,148,0,0,0,0,0
529,L,298.4,307.9,1395,44.0,92,0,0,0,0,0
530,L,302.9,312.3,1720,27.8,185,0,0,0,0,0
531,L,303.4,311.9,1366,50.9,202,0,1,0,0,0
532,M,298.1,308.2,1654,45.3,155,0,0,0,0,0
533,M,302.3,311.8,1641,32.6,185,0,0,0,0,0
534,L,302.3,311.3,1375,52.9,9,0,0,0,0,0
535,L,299.8,309.5,1445,48.6,23,0,0,0,0,0
536,L,300.5,310.7,1450,52.5,121,0,0,0,0,0
537,H,302.2,311.2,1426,50.6,111,0,0,0,0,0
538,M,300.0,311.5,1548,43.5,115,0,0,0,0,0
539,L,302.4,310.5,1519,41.7,209,0,0,0,0,0
540,M,298.0,308.9,1663,30.6,98,0,0,0,0,0
541,L,300.9,310.1,1533,40.2,188,0,0,0,0,0
542,L,301.6,310.6,1544,37.0,189,0,0,0,0,0
543,H,302.4,311.5,1466,43.7,49,0,0,0,0,0
544,L,302.0,310.7,1583,35.3,205,0,0,0,0,0
545,M,300.0,311.5,1694,28.0,115,0,0,0,0,0
546,L,299.3,308.5,1450,51.7,15,0,0,0,0,0
547,M,301.4,310.7,1493,38.1,63,0,0,0,0,0
548,M,302.6,310.2,1581,37.6,97,0,0,0,0,0
549,M,297.7,308.5,1523,39.9,171,0,0,0,0,0
550,M,297.3,308.6,1430,43.5,61,0,0,0,0,0
551,L,298.2,308.8,1336,38.2,66,0,0,0,0,0
552,M,300.2,311.6,1658,31.6,199,0,0,0,0,0
553,L,298.2,309.0,1491,44.1,91,0,0,0,0,0
554,L,299.4,309.1,2421,14.2,0,0,0,0,0,0
555,L,303.5,312.9,1754,26.9,128,0,0,0,0,0
556,H,300.6,309.4,1530,49.0,112,0,0,0,0,0
557,M,300.3,311.7,1473,43.7,115,0,0,0,0,0
558,L,298.1,307.5,1449,44.5,155,0,0,0,0,0
559,L,302.4,312.0,2057,18.7,206,0,0,0,0,0
560,L,299.7,309.6,1384,42.4,150,0,0,0,0,0
561,M,300.7,311.7,1447,37.7,0,0,0,0,0,0
562,L,298.5,308.9,1557,37.7,94,0,0,0,0,0
563,L,297.2,308.5,1447,32.7,188,0,0,0,0,0
564,H,304.2,313.3,1625,29.8,27,0,0,0,0,0
565,H,302.2,311.7,1496,43.0,154,0,0,0,0,0
566,L,303.5,313.1,1329,57.9,71,0,0,0,0,0
567,L,300.5,309.9,1367,40.0,148,0,0,0,0,0
568,M,300.6,310.2,1423,47.1,137,0,0,0,0,0
569,L,299.0,310.4,1423,45.9,129,0,0,0,0,0
570,L,302.0,310.4,1569,38.2,26,0,0,0,0,0
571,L,300.6,310.4,2372,29.8,166,0,0,0,0,0
572,M,302.0,311.0,1605,33.2,119,0,0,0,0,0
573,L,302.2,310.8,1497,40.2,45,0,0,0,0,0
574,L,299.3,308.7,1463,38.7,166,0,0,0,0,0
575,L,301.6,309.8,1440,57.9,146,0,0,0,0,0
576,L,297.9,309.0,1403,64.2,0,0,0,1,0,0
577,L,297.4,309.2,1631,28.8,92,0,0,0,0,0
578,L,299.9,309.6,1557,32.6,163,0,0,0,0,0
579,L,298.4,308.2,1589,37.0,194,0,0,0,0,0
580,H,302.1,310.7,1358,47.7,197,0,0,0,0,0
581,L,300.2,310.3,1421,44.6,197,0,0,0,0,0
582,M,300.5,309.9,1555,41.3,166,0,0,0,0,0
583,L,301.6,310.6,1312,51.5,214,0,0,0,0,0
584,L,298.7,308.5,1692,42.5,46,0,0,0,0,0
585,M,297.4,308.0,1582,31.1,191,0,0,0,0,0
586,L,299.9,309.4,1422,53.9,33,0,0,0,0,0
587,M,299.2,308.4,1395,45.2,198,0,0,0,0,0
588,M,299.5,308.9,1650,32.9,64,0,0,0,0,0
589,L,301.2,310.6,1437,41.5,2,0,0,0,0,0
590,H,299.5,309.2,1777,26.0,162,0,0,0,0,0
591,L,301.0,310.4,2204,37.0,175,0,0,0,0,0
592,M,302.6,310.4,1431,49.0,98,0,0,0,0,0
593,M,297.2,308.7,1513,39.0,78,0,0,0,0,0
594,M,300.8,311.1,1446,43.9,9,0,0,0,0,0
595,M,297.4,308.6,1489,43.9,181,0,0,0,0,0
596,M,301.3,310.8,1648,31.6,42,0,0,0,0,0
597,M,301.2,310.4,1336,57.5,110,0,0,0,0,0
598,M,300.5,309.4,1462,38.7,182,0,0,0,0,0
599,M,298.0,308.2,1466,45.1,2,0,0,0,0,0
600,L,298.4,307.9,1446,37.5,23,0,0,0,0,0
601,L,301.8,309.5,1466,39.5,227,0,0,0,0,0
602,H,299.1,308.8,1566,46.6,96,0,0,0,0,0
603,M,300.5,311.9,1385,48.7,199,0,0,0,0,0
604,L,302.1,311.1,1566,37.9,154,0,0,0,0,0
605,M,301.0,310.9,1392,51.7,73,0,0,0,0,0
606,L,298.5,309.4,1372,56.4,174,0,0,0,0,0
607,L,300.7,310.6,1616,42.8,44,0,0,0,0,0
608,L,303.4,311.7,1295,51.3,155,0,1,0,0,0
609,L,302.9,312.2,1513,41.4,92,0,0,0,0,0
610,H,299.4,310.2,1791,27.4,173,0,0,0,0,0
611,M,298.6,309.7,1469,40.1,85,0,0,0,0,0
612,L,300.5,309.8,1420,49.0,123,0,0,0,0,0
613,M,302.4,311.5,1541,31.6,33,0,0,0,0,0
614,L,300.7,311.0,1393,43.9,69,0,0,0,0,0
615,L,298.9,310.0,1616,31.8,166,0,0,0,0,0
616,L,302.3,311.6,1872,20.4,137,0,0,0,0,0
617,L,297.0,308.3,1521,37.2,137,0,0,0,0,0
618,L,300.8,311.9,1516,36.4,196,0,0,0,0,0
619,L,300.3,309.1,1410,47.8,13,0,0,0,0,0
620,L,298.8,308.8,1450,50.8,62,0,0,0,0,0
621,H,297.6,309.6,1417,40.9,7,0,0,0,0,0
622,L,298.1,307.7,1524,41.8,71,0,0,0,0,0
623,L,300.0,311.3,1484,49.9,158,0,0,0,0,0
624,M,299.5,309.2,1497,40.9,121,0,0,0,0,0
625,L,300.5,312.0,1558,37.1,106,0,0,0,0,0
626,L,297.4,308.6,1552,44.9,54,0,0,0,0,0
627,L,300.5,311.5,1812,28.3,94,0,0,0,0,0
628,L,298.0,309.2,1449,39.8,87,0,0,0,0,0
629,L,297.3,308.1,1474,40.7,154,0,0,0,0,0
630,L,301.8,310.9,1456,46.0,104,0,0,0,0,0
631,M,298.9,309.2,1720,25.9,174,0,0,0,0,0
632,L,298.7,309.9,1449,42.5,2,0,0,0,0,0
633,L,301.3,310.0,1618,40.3,189,0,0,0,0,0
634,L,298.4,308.4,1495,49.8,0,0,0,0,0,0
635,L,301.4,311.1,1434,43.3,157,0,0,0,0,0
636,L,300.6,309.6,1378,53.8,84,0,0,0,0,0
637,M,296.8,308.0,1371,56.3,76,0,0,0,0,0
638,M,300.3,311.6,1603,35.3,151,0,0,0,0,0
639,L,300.1,311.3,1497,42.5,48,0,0,0,0,0
640,L,298.3,308.3,1559,35.7,206,0,0,0,0,0
641,L,301.0,310.6,1396,42.9,114,0,0,0,0,0
642,L,303.6,312.0,1828,25.8,79,0,0,0,0,0
643,L,297.7,309.6,1580,37.9,18,0,0,0,0,0
644,L,303.4,312.7,1540,34.0,108,0,0,0,0,0
645,L,297.0,308.3,1492,48.1,179,0,0,0,0,0
646,M,303.8,312.7,1592,36.9,136,0,0,0,0,0
647,M,298.1,309.6,1421,38.7,104,0,0,0,0,0
648,L,300.3,311.8,1484,39.8,182,0,0,0,0,0
649,L,300.7,310.8,1635,33.2,113,0,0,0,0,0
650,L,300.7,310.8,1510,44.7,70,0,0,0,0,0
651,L,299.9,309.3,1471,41.8,150,0,0,0,0,0
652,L,299.9,310.4,1542,42.8,142,0,0,0,0,0
653,L,300.3,311.1,1763,26.9,185,0,0,0,0,0
654,L,301.7,310.7,1457,19.7,194,0,0,0,0,0
655,L,301.3,310.8,1484,41.5,13,0,0,0,0,0
656,L,299.3,308.8,1405,45.7,168,0,0,0,0,0
657,L,300.6,311.0,1389,46.6,188,0,0,0,0,0
658,L,299.2,308.4,1742,30.4,40,0,0,0,0,0
659,L,302.7,310.4,1448,43.9,197,0,0,0,0,0
660,L,298.3,309.1,1423,40.6,98,0,0,0,0,0
661,L,297.4,307.9,1557,37.5,174,0,0,0,0,0
662,M,300.0,309.6,1573,28.0,179,0,0,0,0,0
663,L,302.1,310.8,1447,42.7,229,0,0,0,0,0
664,L,301.1,311.2,1501,42.6,211,0,0,0,0,0
665,L,299.1,310.6,1818,45.5,173,0,0,0,0,0
666,L,298.9,308.5,1607,39.5,119,0,0,0,0,0
667,L,297.3,308.3,1509,37.9,54,0,0,0,0,0
668,M,300.3,311.9,1466,56.2,106,0,0,0,0,0
669,L,298.9,308.5,1503,49.3,16,0,0,0,0,0
670,L,299.3,308.9,1549,37.3,174,0,0,0,0,0
671,L,303.5,313.0,1673,30.6,27,0,0,0,0,0
672,M,300.0,310.4,1471,44.7,104,0,0,0,0,0
673,L,301.1,311.1,1481,43.3,173,0,0,0,0,0
674,L,298.4,308.8,1379,58.7,26,0,0,0,0,0
675,M,295.7,311.3,1396,49.0,76,0,0,0,0,0
676,L,297.6,309.4,1525,33.4,229,0,0,0,0,0
677,L,301.3,311.0,1335,57.0,189,0,0,0,0,0
678,H,301.8,311.1,1619,33.8,120,0,0,0,0,0
679,M,297.3,308.1,1562,35.7,199,0,0,0,0,0
680,L,300.9,310.8,1420,38.1,125,0,0,0,0,0
681,L,303.0,311.1,1461,43.9,174,0,0,0,0,0
682,L,298.6,309.9,1258,65.3,108,0,0,0,0,0
683,L,303.5,312.0,1384,44.0,114,0,1,0,0,0
684,H,302.7,310.2,1434,48.9,124,0,0,0,0,0
685,L,300.7,310.2,1639,31.4,5,0,0,0,0,0
686,M,298.9,307.8,1681,29.1,5,0,0,0,0,0
687,L,298.6,309.6,1386,54.9,25,0,0,0,0,0
688,L,300.7,310.2,1493,35.9,5,0,0,0,0,0
689,L,301.6,310.9,1538,40.4,7,0,0,0,0,0
690,L,301.6,310.4,1506,43.4,222,0,0,0,0,0
691,L,299.1,310.2,1412,42.8,86,0,0,0,0,0
692,M,303.7,312.5,1642,30.3,33,0,0,0,0,0
693,L,301.9,311.0,1408,44.4,119,0,0,0,0,0
694,L,302.6,312.0,1925,22.7,150,0,0,0,0,0
695,L,301.7,310.8,1379,51.9,155,0,0,0,0,0
696,L,299.0,310.2,1530,36.1,47,0,0,0,0,0
697,L,297.8,308.9,1597,32.8,54,0,0,0,0,0
698,M,301.4,311.0,1469,43.1,157,0,0,0,0,0
699,L,300.0,310.0,1627,31.8,83,0,0,0,0,0
700,L,297.5,308.4,1482,39.0,152,0,0,0,0,0
701,L,299.9,309.0,1715,29.7,92,0,0,0,0,0
702,L,297.3,308.6,1469,46.7,65,0,0,0,0,0
703,M,298.0,309.2,1558,41.7,100,0,0,0,0,0
704,L,298.4,309.2,1716,36.1,5,0,0,0,0,0
705,L,298.4,308.1,1471,50.7,179,0,0,0,0,0
706,M,300.5,309.5,1483,46.4,122,0,0,0,0,0
707,M,297.4,308.5,1586,36.2,78,0,0,0,0,0
708,L,300.4,311.7,1495,37.7,12,0,0,0,0,0
709,L,300.8,311.1,1480,41.1,137,0,0,0,0,0
710,M,298.2,308.4,1510,39.9,23,0,0,0,0,0
711,H,298.9,308.4,1331,53.3,124,0,0,0,0,0
712,M,298.8,309.8,1449,46.4,28,0,0,0,0,0
713,H,302.3,310.8,1593,32.8,112,0,0,0,0,0
714,L,298.4,309.4,1457,43.2,64,0,0,0,0,0
715,L,298.9,308.5,1495,38.7,35,0,0,0,0,0
716,L,298.8,309.6,1477,36.9,25,0,0,0,0,0
717,M,298.8,309.7,1389,49.7,81,0,0,0,0,0
718,L,296.4,307.5,1479,36.1,24,0,0,0,0,0
719,L,303.8,312.8,1462,43.7,152,0,0,0,0,0
720,H,298.5,308.2,1602,34.5,163,0,0,0,0,0
721,L,302.6,312.3,1435,48.5,40,0,0,0,0,0
722,H,299.1,310.5,1791,28.0,173,0,0,0,0,0
723,L,297.5,308.9,1457,44.6,190,0,0,0,0,0
724,L,300.5,309.5,1445,51.5,202,0,0,0,0,0
725,L,300.9,310.7,1479,39.3,201,0,0,0,0,0
726,L,297.1,307.9,1435,43.3,165,0,0,0,0,0
727,L,298.2,307.8,1449,47.4,153,0,0,0,0,0
728,L,297.4,308.2,1297,47.0,211,0,0,0,0,0
729,L,297.5,309.0,2001,20.5,220,0,0,0,0,0
730,M,302.5,311.9,1341,42.0,194,0,0,0,0,0
731,L,301.5,310.4,1589,32.3,191,0,0,0,0,0
732,L,300.6,309.5,1462,36.4,113,0,0,0,0,0
733,L,303.0,312.7,1551,38.6,97,0,0,0,0,0
734,L,297.5,308.3,1585,32.5,29,0,0,0,0,0
735,M,301.4,310.6,1618,36.3,114,0,0,0,0,0
736,H,298.0,308.5,1562,44.8,58,0,0,0,0,0
737,L,299.8,309.0,1567,40.1,15,0,0,0,0,0
738,L,301.5,310.5,1408,43.2,114,0,0,0,0,0
739,L,297.3,308.1,1557,40.4,154,0,0,0,0,0
740,L,300.6,310.4,1470,38.8,221,0,0,0,0,0
741,L,298.1,308.1,1736,27.8,176,0,0,0,0,0
742,L,302.4,311.9,1708,29.4,160,0,0,0,0,0
743,M,301.1,311.2,2370,15.0,48,0,0,0,0,0
744,L,300.6,311.4,1459,47.0,63,0,0,0,0,0
745,L,298.5,309.5,1839,24.0,2,0,0,0,0,0
746,L,301.0,311.3,1445,47.0,71,0,0,0,0,0
747,M,300.3,311.5,1447,43.5,98,0,0,0,0,0
748,M,300.7,310.8,1353,54.5,24,0,0,0,0,0
749,L,298.8,309.7,1419,44.6,19,0,0,0,0,0
750,L,298.3,309.0,1862,31.4,172,0,0,0,0,0
751,L,297.5,308.6,1694,29.4,136,0,0,0,0,0
752,L,300.5,311.6,1525,43.9,77,0,0,0,0,0
753,M,298.2,308.8,1626,51.9,108,0,0,0,0,0
754,L,296.7,307.9,1470,40.4,173,0,0,0,0,0
755,L,299.5,309.1,1618,32.2,176,0,0,0,0,0
756,H,299.7,309.3,1417,46.6,86,0,0,0,0,0
757,L,297.5,308.6,1477,42.6,137,0,0,0,0,0
758,L,297.6,308.5,1541,37.9,15,0,0,0,0,0
759,L,301.4,310.7,1398,49.3,137,0,0,0,0,0
760,L,300.4,309.5,1525,50.4,30,0,0,0,0,0
761,M,300.8,310.6,1696,29.0,174,0,0,0,0,0
762,L,300.2,311.4,1457,44.4,32,0,0,0,0,0
763,M,298.3,308.0,2691,58.0,96,0,0,0,0,0
764,L,299.1,310.3,1441,43.2,5,0,0,0,0,0
765,M,302.4,310.1,1609,34.2,2,0,0,0,0,0
766,L,302.4,311.0,1465,47.2,204,0,0,0,0,0
767,L,302.5,310.6,1517,44.3,0,0,0,0,0,0
768,H,300.7,310.2,1510,43.2,0,0,0,0,0,0
769,L,298.2,308.7,1540,48.4,146,0,0,0,0,0
770,L,298.7,309.9,1465,34.6,72,0,0,0,0,0
771,M,298.1,308.9,1429,43.2,65,0,0,0,0,0
772,H,298.6,309.5,1417,49.6,155,0,0,0,0,0
773,L,298.2,308.7,1428,51.3,38,0,0,0,0,0
774,L,298.9,310.2,1467,36.6,166,0,0,0,0,0
775,L,297.4,308.6,1782,25.9,54,0,0,0,0,0
776,H,299.7,309.6,1556,37.8,86,0,0,0,0,0
777,L,299.1,308.3,1559,33.4,28,0,0,0,0,0
778,L,303.4,311.6,1470,43.8,85,0,0,0,0,0
779,L,302.4,310.3,1408,42.5,152,0,0,0,0,0
780,H,297.3,308.7,1493,37.7,98,0,0,0,0,0
781,H,301.5,310.8,1586,37.7,58,0,0,0,0,0
782,L,300.7,311.1,2377,13.8,163,0,0,0,0,0
783,L,300.6,310.7,1438,52.3,0,0,0,0,0,0
784,L,298.7,309.8,1461,45.8,6,0,0,0,0,0
785,L,300.4,311.9,1433,42.2,14,0,0,0,0,0
786,L,301.5,311.2,1234,49.7,129,0,0,0,0,0
787,L,302.3,311.8,1453,43.0,192,0,0,0,0,0
788,L,303.5,312.4,1465,39.5,76,0,0,0,0,0
789,L,302.2,310.9,1418,47.1,62,0,0,0,0,0
790,L,299.8,310.3,1496,34.6,196,0,0,0,0,0
791,L,300.1,310.1,1475,42.8,186,0,0,0,0,0
792,L,297.2,308.6,1469,46.0,188,0,0,0,0,0
793,L,303.8,313.3,1416,44.2,164,0,0,0,0,0
794,M,298.1,307.4,1463,42.0,45,0,0,0,0,0
795,L,300.6,310.6,1444,43.8,60,0,0,0,0,0
796,L,297.9,307.5,1815,23.9,21,0,0,0,0,0
797,L,300.3,311.7,1564,34.1,172,0,0,0,0,0
798,L,302.4,310.2,1512,35.5,4,0,0,0,0,0
799,L,304.0,313.0,1296,51.0,121,0,0,0,0,0
800,M,300.2,310.4,1445,46.7,74,0,0,0,0,0
801,M,297.7,308.8,1530,36.4,77,0,0,0,0,0
802,L,298.4,307.9,1576,41.2,164,0,0,0,0,0
803,L,298.5,309.5,1597,37.9,21,0,0,0,0,0
804,M,300.6,309.5,1430,44.0,93,0,0,0,0,0
805,L,301.2,309.9,1802,25.7,17,0,0,0,0,0
806,L,298.6,309.6,1540,38.0,82,0,0,0,0,0
807,M,297.1,308.5,1615,34.6,184,0,0,0,0,0
808,L,300.5,312.0,1482,39.2,23,0,0,0,0,0
809,L,298.4,308.6,1463,37.1,103,0,0,0,0,0
810,L,300.5,309.5,1573,33.1,209,0,0,0,0,0
811,M,298.9,310.0,1449,40.1,105,0,0,0,0,0
812,M,298.5,309.6,1306,60.5,100,0,0,0,0,0
813,L,301.0,309.7,1474,46.0,138,0,0,0,0,0
814,L,298.1,307.6,1368,43.3,171,0,0,0,0,0
815,M,299.7,309.2,1338,54.3,135,0,0,0,0,0
816,L,299.7,309.2,1425,53.5,94,0,0,0,0,0
817,L,301.3,310.3,1381,45.5,96,0,0,0,0,0
818,L,300.3,310.4,1548,32.9,48,0,0,0,0,0
819,L,298.5,308.6,1501,37.5,121,0,0,0,0,0
820,L,301.3,312.1,1274,55.6,166,0,0,0,0,0
821,L,299.6,310.8,1550,37.9,174,0,0,0,0,0
822,M,298.0,307.9,1446,45.0,173,0,0,0,0,0
823,L,298.4,308.8,1452,45.7,12,0,0,0,0,0
824,L,300.2,311.4,1642,33.0,143,0,0,0,0,0
825,L,300.1,311.4,1910,23.0,59,0,0,0,0,0
826,M,302.3,311.4,1636,45.6,59,0,0,0,0,0
827,L,297.2,308.6,1353,56.2,96,0,0,0,0,0
828,L,297.8,308.4,1712,28.5,183,0,0,0,0,0
829,L,297.2,308.5,1629,33.6,53,0,0,0,0,0
830,M,301.9,311.1,1521,36.1,9,0,0,0,0,0
831,L,299.4,310.8,1532,47.7,109,0,0,0,0,0
832,L,300.8,310.8,1454,44.6,56,0,0,0,0,0
833,L,298.3,308.6,1385,45.6,142,0,0,0,0,0
834,L,298.0,307.6,1429,47.9,169,0,0,0,0,0
835,L,302.8,312.3,1383,49.1,221,0,0,0,0,0
836,L,300.9,310.9,1995,35.8,105,0,0,0,0,0
837,L,300.7,311.9,1468,42.0,17,0,0,0,0,0
838,L,297.2,308.4,1683,28.3,64,0,0,0,0,0
839,M,301.0,311.0,1811,26.2,37,0,0,0,0,0
840,L,298.3,308.8,1430,37.6,137,0,0,0,0,0
841,M,299.6,310.1,1520,38.0,70,0,0,0,0,0
842,L,299.4,309.0,1710,27.3,94,0,0,0,0,0
843,M,302.9,312.4,1445,54.8,190,0,0,0,0,0
844,L,299.1,310.5,1558,34.3,87,0,0,0,0,0
845,L,299.9,309.4,1545,32.0,117,0,0,0,0,0
846,L,298.9,310.1,1621,34.6,190,0,0,0,0,0
847,L,298.3,309.4,1527,30.9,189,0,0,0,0,0
848,M,301.9,310.9,1375,50.0,52,0,0,0,0,0
849,L,297.4,308.5,1621,36.4,143,0,0,0,0,0
850,L,300.9,310.4,1366,46.4,205,0,0,0,0,0
851,M,298.6,310.1,1717,26.0,117,0,0,0,0,0
852,M,297.4,308.9,1448,46.5,137,0,0,0,0,0
853,L,300.8,310.7,1490,42.3,14,0,0,0,0,0
854,L,298.0,307.6,1494,45.4,169,0,0,0,0,0
855,H,300.0,311.3,1491,42.6,52,0,0,0,0,0
856,L,297.9,309.0,1473,42.7,90,0,0,0,0,0
857,M,299.2,308.5,1415,43.5,201,0,0,0,0,0
858,L,302.2,310.9,1535,36.5,56,0,0,0,0,0
859,H,300.1,309.6,1376,51.9,114,0,0,0,0,0
860,M,301.9,310.9,1589,35.0,35,0,0,0,0,0
861,M,300.2,311.6,1524,38.2,195,0,0,0,0,0
862,M,301.0,309.8,1544,35.2,5,0,0,0,0,0
863,L,300.5,311.1,1512,38.0,193,0,0,0,0,0
864,L,297.2,308.1,1474,44.2,152,0,0,0,0,0
865,H,302.5,312.0,1642,33.0,137,0,0,0,0,0
866,L,298.1,309.0,1556,38.0,95,0,0,0,0,0
867,M,300.2,309.3,1499,43.9,119,0,0,0,0,0
868,M,301.6,310.8,1459,47.8,49,0,0,0,0,0
869,H,300.4,311.2,1524,45.3,135,0,0,0,0,0
870,L,300.4,310.1,1501,37.1,4,0,0,0,0,0
871,L,298.9,309.6,1423,48.1,195,0,0,0,0,0
872,L,300.0,309.6,2328,14.5,94,0,0,0,0,0
873,H,297.6,308.3,1485,36.3,39,0,0,0,0,0
874,L,302.0,310.5,1567,38.0,124,0,0,0,0,0
875,L,300.7,310.4,1352,53.3,10,0,0,0,0,0
876,L,301.3,310.5,1534,48.6,198,0,0,0,0,0
877,L,298.1,308.5,1355,55.9,5,0,0,0,0,0
878,L,300.6,310.3,2056,18.0,213,0,0,0,0,0
879,L,300.3,310.3,1601,34.5,206,0,0,0,0,0
880,M,300.7,309.4,1479,38.1,49,0,0,0,0,0
881,L,298.4,308.7,1445,43.9,99,0,0,0,0,0
882,L,303.0,311.2,1436,44.7,0,0,0,0,0,0
883,L,298.1,307.8,1341,51.3,203,0,0,0,0,0
884,M,300.9,309.5,1576,29.0,183,0,0,0,0,0
885,M,299.7,309.6,1546,34.3,149,0,0,0,0,0
886,L,300.5,312.0,1412,46.5,113,0,0,0,0,0
887,M,296.3,307.3,1535,39.7,2,0,0,0,0,0
888,L,298.8,309.6,1439,39.2,104,0,0,0,0,0
889,L,297.0,308.1,1437,43.5,122,0,0,0,0,0
890,M,298.8,309.9,1495,43.5,214,0,0,0,0,0
891,H,297.5,308.5,1425,47.7,59,0,0,0,0,0
892,L,300.9,310.7,1606,31.9,9,0,0,0,0,0
893,L,298.4,308.3,1597,32.7,181,0,0,0,0,0
894,L,299.7,309.3,1432,48.8,152,0,0,0,0,0
895,L,297.4,308.4,1397,57.4,52,0,0,0,0,0
